"public_food_id_compound_id_name","compound_SMILES"
"FOOD00015 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00015 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00015 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00015 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00015 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00015 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00015 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00015 _ FDB001324 _ 3-Methylbutanoic acid","CC(C)CC(O)=O"
"FOOD00015 _ FDB001462 _ cis-beta-Ocimene","CC(C)=CC\C=C(\C)C=C"
"FOOD00015 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00015 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00015 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00015 _ FDB002542 _ Bergapten","COC1=C2C=CC(=O)OC2=CC2=C1C=CO2"
"FOOD00015 _ FDB002793 _ Anethole","COC1=CC=C(\C=C/C)C=C1"
"FOOD00015 _ FDB003010 _ Dodecanoic acid","CCCCCCCCCCCC(O)=O"
"FOOD00015 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00015 _ FDB003516 _ Chromium","[Cr]"
"FOOD00015 _ FDB003520 _ Phosphorus","P"
"FOOD00015 _ FDB003521 _ Potassium","[K+]"
"FOOD00015 _ FDB003523 _ Sodium","[Na]"
"FOOD00015 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00015 _ FDB003575 _ Boron","B"
"FOOD00015 _ FDB003582 _ Copper","[Cu]"
"FOOD00015 _ FDB003636 _ Manganese","[Mn]"
"FOOD00015 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00015 _ FDB003717 _ Sulfur","[S]"
"FOOD00015 _ FDB003729 _ Zinc","[Zn]"
"FOOD00015 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00015 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00015 _ FDB003777 _ Lead","[Pb++]"
"FOOD00015 _ FDB003780 _ Mercury","[Hg]"
"FOOD00015 _ FDB003839 _ beta-Eudesmol","CC(C)(O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1"
"FOOD00015 _ FDB003844 _ cis-Ligustilide","CCC1(C)C2OC(=O)C3C=CCCC123"
"FOOD00015 _ FDB003895 _ 3-N-Butyl-4,5-dihydrophthalide","CCCCC1OC(=O)C2=C1CCC=C2"
"FOOD00015 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00015 _ FDB010229 _ Santalol (alpha and beta)","[H]\C(CC[C@@]1(C)C(=C)[C@]2([H])CC[C@@]1([H])C2)=C(/C)CO.[H]\C(CC[C@]1(C)C2([H])CC3([H])[C@]([H])(C2)C13C)=C(/C)CO"
"FOOD00015 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00015 _ FDB011862 _ 3-Butyl-1(3H)-isobenzofuranone","CCCCC1OC(=O)C2=C1C=CC=C2"
"FOOD00015 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00015 _ FDB012027 _ Decanoic acid","CCCCCCCCCC(O)=O"
"FOOD00015 _ FDB012083 _ Propanal","CCC=O"
"FOOD00015 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00015 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00015 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00015 _ FDB012474 _ Xanthotoxin","COC1=C2OC(=O)C=CC2=CC2=C1OC=C2"
"FOOD00015 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00015 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00015 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00015 _ FDB012605 _ Psoralen","O=C1OC2=CC3=C(C=CO3)C=C2C=C1"
"FOOD00015 _ FDB012613 _ Ligustilide","CCC\C=C1\OC(=O)C2=C1CCC=C2"
"FOOD00015 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00015 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00015 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00015 _ FDB012857 _ Neocnidilide","CCCCC1OC(=O)C2=CCCCC12"
"FOOD00015 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00015 _ FDB013444 _ Nickel","[Ni]"
"FOOD00015 _ FDB013601 _ beta-Selinene","CC(=C)C1CCC2(C)CCCC(=C)C2C1"
"FOOD00015 _ FDB014416 _ alpha-Terpineol","CC1=CCC(CC1)C(C)(C)O"
"FOOD00015 _ FDB014577 _ beta-Elemene","CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C"
"FOOD00015 _ FDB014601 _ p-Menth-1-en-4-ol","CC(C)C1(O)CCC(C)=CC1"
"FOOD00015 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00015 _ FDB014614 _ Carvone","CC(=C)C1CC=C(C)C(=O)C1"
"FOOD00015 _ FDB014910 _ Perillaldehyde","[H]C(=O)C1=CCC(CC1)C(C)=C"
"FOOD00015 _ FDB014940 _ Linalool","CC(C)=CCCC(C)(O)C=C"
"FOOD00015 _ FDB015360 _ alpha-Humulene","C\C1=C\CC(C)(C)\C=C/C\C(C)=C/CC1"
"FOOD00015 _ FDB015464 _ beta-Pinene","CC1(C)C2CC1C(=C)CC2"
"FOOD00015 _ FDB015736 _ beta-Caryophyllene","C\C1=C\CCC(=C)C2CC(C)(C)C2CC1"
"FOOD00015 _ FDB016251 _ Iron","[Fe]"
"FOOD00015 _ FDB017358 _ 1-Isopropyl-4-methylbenzene","CC(C)C1=CC=C(C)C=C1"
"FOOD00015 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene","CC(C)=CCCC(=C)C=C"
"FOOD00015 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00016 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00016 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00016 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00016 _ FDB000514 _ Syringic acid","COC1=CC(=CC(OC)=C1O)C(O)=O"
"FOOD00016 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00016 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00016 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00016 _ FDB000844 _ Gentisic acid","OC(=O)C1=C(O)C=CC(O)=C1"
"FOOD00016 _ FDB000846 _ Vanillic acid","COC1=C(O)C=CC(=C1)C(O)=O"
"FOOD00016 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00016 _ FDB001182 _ Cellulose","OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O"
"FOOD00016 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00016 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00016 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00016 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00016 _ FDB002431 _ gamma-Tocopherol","CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=C(C)C(C)=C2O1"
"FOOD00016 _ FDB002558 _ Caffeic acid","OC(=O)\C=C\C1=CC(O)=C(O)C=C1"
"FOOD00016 _ FDB002593 _ p-Coumaric acid","OC(=O)\C=C\C1=CC=C(O)C=C1"
"FOOD00016 _ FDB002700 _ Isoferulic acid","COC1=C(O)C=C(\C=C\C(O)=O)C=C1"
"FOOD00016 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00016 _ FDB003516 _ Chromium","[Cr]"
"FOOD00016 _ FDB003520 _ Phosphorus","P"
"FOOD00016 _ FDB003521 _ Potassium","[K+]"
"FOOD00016 _ FDB003523 _ Sodium","[Na]"
"FOOD00016 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00016 _ FDB003575 _ Boron","B"
"FOOD00016 _ FDB003581 _ Cobalt","[Co]"
"FOOD00016 _ FDB003582 _ Copper","[Cu]"
"FOOD00016 _ FDB003636 _ Manganese","[Mn]"
"FOOD00016 _ FDB003717 _ Sulfur","[S]"
"FOOD00016 _ FDB003729 _ Zinc","[Zn]"
"FOOD00016 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00016 _ FDB003777 _ Lead","[Pb++]"
"FOOD00016 _ FDB004038 _ Isochlorogenic acid","OC1CC(O)(CC(OC(=O)\C=C\C2=CC=C(O)C(O)=C2)C1O)C(O)=O"
"FOOD00016 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00016 _ FDB010508 _ 4-Hydroxybenzoic acid","OC(=O)C1=CC=C(O)C=C1"
"FOOD00016 _ FDB010557 _ trans-Sinapic acid","COC1=CC(\C=C\C(O)=O)=CC(OC)=C1O"
"FOOD00016 _ FDB011258 _ o-Coumaric acid","OC(=O)\C=C\C1=CC=CC=C1O"
"FOOD00016 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00016 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00016 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00016 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00016 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00016 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00016 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00016 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00016 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00016 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00016 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00016 _ FDB012801 _ Ferulic acid","[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O"
"FOOD00016 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00016 _ FDB013400 _ Selenium","[Se]"
"FOOD00016 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00016 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00016 _ FDB016251 _ Iron","[Fe]"
"FOOD00016 _ FDB019141 _ Phosphatidylcholine","CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC"
"FOOD00017 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00017 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00017 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00017 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00017 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00017 _ FDB001141 _ Inulin","OCC1OC(CO)(OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O"
"FOOD00017 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00017 _ FDB001442 _ (-)-Arctigenin","COC1=CC=C(C[C@H]2COC(=O)[C@@H]2CC2=CC=C(O)C(OC)=C2)C=C1OC"
"FOOD00017 _ FDB001444 _ (-)-Arctiin","COC1=CC=C(C[C@H]2COC(=O)[C@@H]2CC2=CC=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(OC)=C2)C=C1OC"
"FOOD00017 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00017 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00017 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00017 _ FDB002558 _ Caffeic acid","OC(=O)\C=C\C1=CC(O)=C(O)C=C1"
"FOOD00017 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00017 _ FDB003516 _ Chromium","[Cr]"
"FOOD00017 _ FDB003520 _ Phosphorus","P"
"FOOD00017 _ FDB003521 _ Potassium","[K+]"
"FOOD00017 _ FDB003523 _ Sodium","[Na]"
"FOOD00017 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00017 _ FDB003581 _ Cobalt","[Co]"
"FOOD00017 _ FDB003582 _ Copper","[Cu]"
"FOOD00017 _ FDB003636 _ Manganese","[Mn]"
"FOOD00017 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00017 _ FDB003722 _ Tin","[SnH4]"
"FOOD00017 _ FDB003729 _ Zinc","[Zn]"
"FOOD00017 _ FDB003780 _ Mercury","[Hg]"
"FOOD00017 _ FDB004090 _ Atropine","CN1C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1"
"FOOD00017 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00017 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00017 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00017 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00017 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00017 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00017 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00017 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00017 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00017 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00017 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00017 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00017 _ FDB014417 _ (-)-Matairesinol","COC1CC(CC2COC(=O)C2CC2CCC(O)C(C2)OC)CCC1O"
"FOOD00017 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00017 _ FDB016251 _ Iron","[Fe]"
"FOOD00018 _ FDB000844 _ Gentisic acid","OC(=O)C1=C(O)C=CC(O)=C1"
"FOOD00018 _ FDB000846 _ Vanillic acid","COC1=C(O)C=CC(=C1)C(O)=O"
"FOOD00018 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00018 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00018 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00018 _ FDB003516 _ Chromium","[Cr]"
"FOOD00018 _ FDB003520 _ Phosphorus","P"
"FOOD00018 _ FDB003521 _ Potassium","[K+]"
"FOOD00018 _ FDB003523 _ Sodium","[Na]"
"FOOD00018 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00018 _ FDB003575 _ Boron","B"
"FOOD00018 _ FDB003581 _ Cobalt","[Co]"
"FOOD00018 _ FDB003582 _ Copper","[Cu]"
"FOOD00018 _ FDB003636 _ Manganese","[Mn]"
"FOOD00018 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00018 _ FDB003717 _ Sulfur","[S]"
"FOOD00018 _ FDB003729 _ Zinc","[Zn]"
"FOOD00018 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00018 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00018 _ FDB003777 _ Lead","[Pb++]"
"FOOD00018 _ FDB010508 _ 4-Hydroxybenzoic acid","OC(=O)C1=CC=C(O)C=C1"
"FOOD00018 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00018 _ FDB012440 _ 3-Isothiocyanato-1-propene","C=CCN=C=S"
"FOOD00018 _ FDB013400 _ Selenium","[Se]"
"FOOD00018 _ FDB013444 _ Nickel","[Ni]"
"FOOD00018 _ FDB016251 _ Iron","[Fe]"
"FOOD00019 _ FDB000514 _ Syringic acid","COC1=CC(=CC(OC)=C1O)C(O)=O"
"FOOD00019 _ FDB000604 _ Isorhamnetin","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00019 _ FDB000678 _ (S)-Naringenin","[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1"
"FOOD00019 _ FDB000844 _ Gentisic acid","OC(=O)C1=C(O)C=CC(O)=C1"
"FOOD00019 _ FDB000846 _ Vanillic acid","COC1=C(O)C=CC(=C1)C(O)=O"
"FOOD00019 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00019 _ FDB001193 _ Maltose","OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O"
"FOOD00019 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00019 _ FDB002536 _ Quercetin 3-rutinoside","C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"
"FOOD00019 _ FDB002558 _ Caffeic acid","OC(=O)\C=C\C1=CC(O)=C(O)C=C1"
"FOOD00019 _ FDB002774 _ Scoparone","COC1=C(OC)C=C2C=CC(=O)OC2=C1"
"FOOD00019 _ FDB002793 _ Anethole","COC1=CC=C(\C=C/C)C=C1"
"FOOD00019 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00019 _ FDB003520 _ Phosphorus","P"
"FOOD00019 _ FDB003521 _ Potassium","[K+]"
"FOOD00019 _ FDB003523 _ Sodium","[Na]"
"FOOD00019 _ FDB003582 _ Copper","[Cu]"
"FOOD00019 _ FDB003636 _ Manganese","[Mn]"
"FOOD00019 _ FDB008548 _ Methyleugenol","COC1=C(OC)C=C(CC=C)C=C1"
"FOOD00019 _ FDB009067 _ D-Camphor","CC1(C)C2CCC1(C)C(=O)C2"
"FOOD00019 _ FDB010508 _ 4-Hydroxybenzoic acid","OC(=O)C1=CC=C(O)C=C1"
"FOOD00019 _ FDB010552 _ 3-(4-Methoxyphenyl)-2-propenal","COC1=CC=C(\C=C\C=O)C=C1"
"FOOD00019 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00019 _ FDB012392 _ 1-Methoxy-4-(2-propenyl)benzene","COC1=CC=C(CC=C)C=C1"
"FOOD00019 _ FDB012801 _ Ferulic acid","[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O"
"FOOD00019 _ FDB013516 _ 4(10)-Thujene","CC(C)C12CC1C(=C)CC2"
"FOOD00019 _ FDB014499 _ (-)-Menthol","CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O"
"FOOD00019 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00019 _ FDB014616 _ 1,8-Cineole","CC12CCC(CC1)C(C)(C)O2"
"FOOD00019 _ FDB014945 _ Nerol","CC(C)=CCC\C(C)=C/CO"
"FOOD00019 _ FDB014962 _ (-)-3-Isothujone","CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2"
"FOOD00019 _ FDB016251 _ Iron","[Fe]"
"FOOD00019 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene","CC(C)=CCCC(=C)C=C"
"FOOD00020 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00020 _ FDB001141 _ Inulin","OCC1OC(CO)(OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O"
"FOOD00020 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00020 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00020 _ FDB003516 _ Chromium","[Cr]"
"FOOD00020 _ FDB003520 _ Phosphorus","P"
"FOOD00020 _ FDB003521 _ Potassium","[K+]"
"FOOD00020 _ FDB003582 _ Copper","[Cu]"
"FOOD00020 _ FDB003636 _ Manganese","[Mn]"
"FOOD00020 _ FDB003717 _ Sulfur","[S]"
"FOOD00020 _ FDB003729 _ Zinc","[Zn]"
"FOOD00020 _ FDB004160 _ cis-Dehydromatricaria ester","COC(=O)\C=C\C#CC#CC#CC"
"FOOD00020 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00020 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00020 _ FDB016249 _ Chlorine","ClCl"
"FOOD00020 _ FDB016251 _ Iron","[Fe]"
"FOOD00021 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00021 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00021 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00021 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00021 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00021 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00021 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00021 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00021 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00021 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00021 _ FDB003010 _ Dodecanoic acid","CCCCCCCCCCCC(O)=O"
"FOOD00021 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00021 _ FDB003516 _ Chromium","[Cr]"
"FOOD00021 _ FDB003520 _ Phosphorus","P"
"FOOD00021 _ FDB003521 _ Potassium","[K+]"
"FOOD00021 _ FDB003523 _ Sodium","[Na]"
"FOOD00021 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00021 _ FDB003575 _ Boron","B"
"FOOD00021 _ FDB003581 _ Cobalt","[Co]"
"FOOD00021 _ FDB003582 _ Copper","[Cu]"
"FOOD00021 _ FDB003636 _ Manganese","[Mn]"
"FOOD00021 _ FDB003653 _ Molybdenum","[Mo]"
"FOOD00021 _ FDB003717 _ Sulfur","[S]"
"FOOD00021 _ FDB003729 _ Zinc","[Zn]"
"FOOD00021 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00021 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00021 _ FDB003777 _ Lead","[Pb++]"
"FOOD00021 _ FDB003780 _ Mercury","[Hg]"
"FOOD00021 _ FDB003792 _ Vanadium","[V]"
"FOOD00021 _ FDB004181 _ Lithium","[Li]"
"FOOD00021 _ FDB004188 _ Silver","[Ag]"
"FOOD00021 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00021 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00021 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00021 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00021 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00021 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00021 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00021 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00021 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00021 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
