public_food_id_compound_id_name,contribution
FOOD00085 _ FDB001224 _ L-Ascorbic acid,0.000948158458858
FOOD00085 _ FDB001946 _ L-Leucine,0.0478850806089
FOOD00085 _ FDB002250 _ L-Tryptophan,0.008538813393696
FOOD00085 _ FDB002257 _ Arginine,0.045607037558396
FOOD00085 _ FDB002431 _ gamma-Tocopherol,0.00107591357588
FOOD00085 _ FDB002608 _ Daidzein,0.000253971015766
FOOD00085 _ FDB003513 _ Calcium,0.002208778228022
FOOD00085 _ FDB003520 _ Phosphorus,0.007353615320123
FOOD00085 _ FDB003521 _ Potassium,0.016315713740094
FOOD00085 _ FDB003523 _ Sodium,0.002931441209246
FOOD00085 _ FDB003570 _ Aluminum,4.77157665983893E-05
FOOD00085 _ FDB003575 _ Boron,1.69314010510413E-05
FOOD00085 _ FDB003581 _ Cobalt,6.00295128173284E-07
FOOD00085 _ FDB003582 _ Copper,1.71622837926465E-05
FOOD00085 _ FDB003635 _ Iodine,1.2698550788281E-05
FOOD00085 _ FDB003636 _ Manganese,5.23334214304914E-05
FOOD00085 _ FDB003653 _ Molybdenum,3.07843655473479E-06
FOOD00085 _ FDB003695 _ Saponins,0.07696091386837
FOOD00085 _ FDB003717 _ Sulfur,0.006258461515776
FOOD00085 _ FDB003729 _ Zinc,8.61962235325741E-05
FOOD00085 _ FDB003908 _ Ammonia,0.01323727718536
FOOD00085 _ FDB005556 _ Phosphatidylethanolamine,0.009543153319678
FOOD00085 _ FDB005666 _ Verbascose,0.004617654832102
FOOD00085 _ FDB008114 _ Malic acid,0.001308335535762
FOOD00085 _ FDB008322 _ Pantothenic acid,1.38529644963066E-05
FOOD00085 _ FDB010508 _ 4-Hydroxybenzoic acid,2.61667107152457E-06
FOOD00085 _ FDB011824 _ beta-D-Glucopyranose,0.000669559950655
FOOD00085 _ FDB011828 _ Genistein,6.69559950654817E-05
FOOD00085 _ FDB011856 _ L-Histidine,0.015861644348271
FOOD00085 _ FDB011999 _ L-Threonine,0.025535631221525
FOOD00085 _ FDB012160 _ Riboflavine,5.0794203153124E-06
FOOD00085 _ FDB012221 _ Genistin,7.85001321457372E-05
FOOD00085 _ FDB012225 _ Daidzin,0.00011698058908
FOOD00085 _ FDB012266 _ Adenine,0.000546422488465
FOOD00085 _ FDB012362 _ beta-Sitosterol,0.001385296449631
FOOD00085 _ FDB012397 _ L-Isoleucine,0.029788491321891
FOOD00085 _ FDB012462 _ alpha-Linolenic acid,0.016320331394927
FOOD00085 _ FDB012524 _ D-Pinitol,0.015392182773674
FOOD00085 _ FDB012535 _ L-Glutamic acid,0.11387136815964
FOOD00085 _ FDB012567 _ L-Aspartic acid,0.073932501907649
FOOD00085 _ FDB012678 _ L-Cysteine,0.009473888497196
FOOD00085 _ FDB012683 _ L-Methionine,0.007926974128442
FOOD00085 _ FDB012739 _ L-Serine,0.034074444615221
"FOOD00085 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.151164318192836
FOOD00085 _ FDB012801 _ Ferulic acid,3.84804569341849E-06
FOOD00085 _ FDB013400 _ Selenium,9.9279578890197E-07
FOOD00085 _ FDB013444 _ Nickel,2.38578832991946E-05
FOOD00085 _ FDB014504 _ Folic acid,3.3093192963399E-06
FOOD00085 _ FDB014506 _ L-5-Oxo-2-pyrrolidinecarboxylic acid,0.003078436554735
FOOD00085 _ FDB014613 _ beta-Carotene,1.34681599269647E-05
FOOD00085 _ FDB016249 _ Chlorine,0.000307843655473
FOOD00085 _ FDB016251 _ Iron,9.158348750336E-05
FOOD00085 _ FDB019141 _ Phosphatidylcholine,0.030784365547348
FOOD00086 _ FDB000446 _ L-Tyrosine,0.005274416205024
FOOD00086 _ FDB000474 _ L-Lysine,0.007420309852172
FOOD00086 _ FDB000484 _ Glycine,0.01154270421449
FOOD00086 _ FDB000556 _ L-Alanine,0.008844409722791
FOOD00086 _ FDB000565 _ alpha-Tocopherol,0.000466205326066
FOOD00086 _ FDB000710 _ Choline,0.000899431497233
FOOD00086 _ FDB000742 _ Gossypol,7.49526247694146E-06
FOOD00086 _ FDB000838 _ Vanillin,6.74573622924731E-07
FOOD00086 _ FDB001014 _ Nicotinic acid,3.5977259889319E-05
FOOD00086 _ FDB001112 _ Tartaric acid,0.001424099870619
FOOD00086 _ FDB001946 _ L-Leucine,0.019862445563895
FOOD00086 _ FDB002250 _ L-Tryptophan,0.00859594177168
FOOD00086 _ FDB002257 _ Arginine,0.040249559501176
FOOD00086 _ FDB002431 _ gamma-Tocopherol,2.02372086877419E-05
FOOD00086 _ FDB002523 _ Quercetin 7-glucoside,1.64895774492712E-05
FOOD00086 _ FDB002558 _ Caffeic acid,2.99810499077659E-06
FOOD00086 _ FDB002593 _ p-Coumaric acid,8.24478872463561E-06
FOOD00086 _ FDB002700 _ Isoferulic acid,0.001161765683926
FOOD00086 _ FDB003513 _ Calcium,0.000918919179673
FOOD00086 _ FDB003520 _ Phosphorus,0.005583221019074
FOOD00086 _ FDB003521 _ Potassium,0.005456551083213
FOOD00086 _ FDB003523 _ Sodium,2.39848399262127E-05
FOOD00086 _ FDB003582 _ Copper,1.38662355823417E-05
FOOD00086 _ FDB003635 _ Iodine,3.14801024031541E-08
FOOD00086 _ FDB003636 _ Manganese,1.57400512015771E-05
FOOD00086 _ FDB003717 _ Sulfur,0.002793484325156
FOOD00086 _ FDB003729 _ Zinc,4.00996542516368E-05
FOOD00086 _ FDB005556 _ Phosphatidylethanolamine,0.000691437963498
FOOD00086 _ FDB009721 _ Lignin,0.20611971811589
FOOD00086 _ FDB010557 _ trans-Sinapic acid,0.003935012800394
FOOD00086 _ FDB011856 _ L-Histidine,0.009997930617992
FOOD00086 _ FDB011904 _ Quercetin,0.000187381561924
FOOD00086 _ FDB011999 _ L-Threonine,0.007349854384889
FOOD00086 _ FDB012160 _ Riboflavine,1.87381561923537E-06
FOOD00086 _ FDB012397 _ L-Isoleucine,0.021923642745054
FOOD00086 _ FDB012535 _ L-Glutamic acid,0.044147095989185
FOOD00086 _ FDB012567 _ L-Aspartic acid,0.019337777190509
FOOD00086 _ FDB012678 _ L-Cysteine,0.007781956266684
FOOD00086 _ FDB012683 _ L-Methionine,0.009638907545347
FOOD00086 _ FDB012739 _ L-Serine,0.008544599223713
"FOOD00086 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.164521011368865
FOOD00086 _ FDB012801 _ Ferulic acid,1.87381561923537E-06
FOOD00086 _ FDB012858 _ Oleic acid,0.080199308503274
FOOD00086 _ FDB012884 _ Niveusin C,8.54459922371327E-05
FOOD00086 _ FDB013269 _ Cholesterol,0.001124289371541
FOOD00086 _ FDB014499 _ (-)-Menthol,0.204245902496655
FOOD00086 _ FDB014590 _ Faradiol,0.005846304732014
FOOD00086 _ FDB014613 _ beta-Carotene,1.12428937154122E-07
FOOD00086 _ FDB015628 _ Argophyllin B,0.000131916619594
FOOD00086 _ FDB016251 _ Iron,5.32163635862844E-05
FOOD00086 _ FDB019141 _ Phosphatidylcholine,0.001006238987529
FOOD00086 _ FDB021453 _ Pectic acid,0.082447887246356
FOOD00087 _ FDB001111 _ Chinese tannin,0.196948609542817
FOOD00087 _ FDB001131 _ Sucrose,0.032824768257136
FOOD00087 _ FDB001224 _ L-Ascorbic acid,0.079326523288079
FOOD00087 _ FDB008114 _ Malic acid,0.240714967218998
FOOD00087 _ FDB012158 _ Serotonin,0.038295562966659
FOOD00087 _ FDB012362 _ beta-Sitosterol,0.008315607958474
FOOD00087 _ FDB012462 _ alpha-Linolenic acid,0.17055202506937
"FOOD00087 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.022977337779995
FOOD00087 _ FDB012858 _ Oleic acid,0.209586145321814
FOOD00087 _ FDB014613 _ beta-Carotene,0.00045407596089
FOOD00088 _ FDB000374 _ Phytic acid,0.026619422892498
FOOD00088 _ FDB000435 _ N-Methyltyramine,0.000108743174369
FOOD00088 _ FDB000446 _ L-Tyrosine,0.009061931197446
FOOD00088 _ FDB000565 _ alpha-Tocopherol,1.58583795955304E-05
FOOD00088 _ FDB000574 _ Pyridoxine,1.24601553964882E-05
FOOD00088 _ FDB000710 _ Choline,0.002882826862188
FOOD00088 _ FDB001014 _ Nicotinic acid,0.000149521864758
FOOD00088 _ FDB001182 _ Cellulose,0.579963596636542
FOOD00088 _ FDB001224 _ L-Ascorbic acid,0.007476093237893
FOOD00088 _ FDB002237 _ Trigonelline,2.01627969143173E-05
FOOD00088 _ FDB002250 _ L-Tryptophan,0.004530965598723
FOOD00088 _ FDB003513 _ Calcium,0.012686703676424
FOOD00088 _ FDB003516 _ Chromium,7.02299667802062E-05
FOOD00088 _ FDB003520 _ Phosphorus,0.010421220877063
FOOD00088 _ FDB003521 _ Potassium,0.072359520611606
FOOD00088 _ FDB003523 _ Sodium,0.000579963596637
FOOD00088 _ FDB003570 _ Aluminum,1.58583795955304E-05
FOOD00088 _ FDB003575 _ Boron,9.06193119744597E-06
FOOD00088 _ FDB003581 _ Cobalt,0.000111008657169
FOOD00088 _ FDB003582 _ Copper,2.37875693932957E-05
FOOD00088 _ FDB003636 _ Manganese,0.000138194450761
FOOD00088 _ FDB003713 _ Silicon,7.70264151782907E-05
FOOD00088 _ FDB003717 _ Sulfur,0.000453096559872
FOOD00088 _ FDB003722 _ Tin,2.71857935923379E-05
FOOD00088 _ FDB003729 _ Zinc,5.66370699840373E-05
FOOD00088 _ FDB003763 _ Arsenic,2.26548279936149E-08
FOOD00088 _ FDB003780 _ Mercury,1.58583795955304E-07
FOOD00088 _ FDB003908 _ Ammonia,0.018418375158809
FOOD00088 _ FDB003958 _ Methylamine,1.01946725971267E-05
FOOD00088 _ FDB005767 _ Diethylamine,1.29132519563605E-05
FOOD00088 _ FDB008322 _ Pantothenic acid,1.58583795955304E-05
FOOD00088 _ FDB009020 _ Betaine,0.000530122975051
FOOD00088 _ FDB009721 _ Lignin,0.104212208770629
FOOD00088 _ FDB012160 _ Riboflavine,1.13274139968075E-05
FOOD00088 _ FDB012462 _ alpha-Linolenic acid,0.000299043729516
FOOD00088 _ FDB012535 _ L-Glutamic acid,0.079291897977652
FOOD00088 _ FDB012563 _ L-Cystine,0.003398224199042
FOOD00088 _ FDB012589 _ Dimethylamine,3.62477247897839E-06
FOOD00088 _ FDB012644 _ Piperidine,2.26548279936149E-06
FOOD00088 _ FDB012683 _ L-Methionine,0.005663706998404
FOOD00088 _ FDB012739 _ L-Serine,0.011327413996808
FOOD00088 _ FDB012750 _ Hordenine,0.00014272541636
"FOOD00088 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.029700479499629
FOOD00088 _ FDB012858 _ Oleic acid,0.018010588254924
FOOD00088 _ FDB014504 _ Folic acid,1.6764572715275E-06
FOOD00088 _ FDB014510 _ Biotin,1.12141398568394E-06
FOOD00088 _ FDB014613 _ beta-Carotene,0.000916387792342
FOOD00088 _ FDB016251 _ Iron,0.000158583795955
FOOD00089 _ FDB000693 _ Diosmetin 7-rutinoside,0.235286657368417
FOOD00089 _ FDB001111 _ Chinese tannin,0.339858505087713
FOOD00089 _ FDB001462 _ cis-beta-Ocimene,1.72543548736839E-05
FOOD00089 _ FDB002427 _ Rosmarinic acid,0.026142961929824
FOOD00089 _ FDB002680 _ Hesperidin,0.287572581228065
FOOD00089 _ FDB003343 _ 3-Octanol,5.22859238596482E-06
FOOD00089 _ FDB003635 _ Iodine,7.32002934035074E-08
FOOD00089 _ FDB003856 _ Germacrene D,0.000549002200526
FOOD00089 _ FDB006367 _ alpha-Elemol,0.000616973901544
FOOD00089 _ FDB008072 _ 1-Hexanol,2.87572581228065E-05
FOOD00089 _ FDB008548 _ Methyleugenol,0.000279729692649
FOOD00089 _ FDB008724 _ Cuminaldehyde,2.87572581228065E-05
FOOD00089 _ FDB008745 _ Benzyl alcohol,9.15003667543843E-05
FOOD00089 _ FDB009065 _ Camphene,0.000224829472596
FOOD00089 _ FDB009067 _ D-Camphor,0.003568514303421
FOOD00089 _ FDB012171 _ Eugenol,0.001793407188386
FOOD00089 _ FDB012392 _ 1-Methoxy-4-(2-propenyl)benzene,5.22859238596482E-05
FOOD00089 _ FDB012459 _ Methyl salicylate,7.84288857894723E-06
FOOD00089 _ FDB013516 _ 4(10)-Thujene,0.000287572581228
FOOD00089 _ FDB013567 _ Limonene,0.000154243475386
FOOD00089 _ FDB013574 _ (±)-Borneol,1.83000733508769E-05
"FOOD00089 _ FDB013710 _ (+)-1(10),4-Cadinadiene",0.001134604547754
FOOD00089 _ FDB013759 _ (±)-Myrtenol,0.000460116129965
FOOD00089 _ FDB013792 _ Geraniol,1.69929252543857E-05
FOOD00089 _ FDB013910 _ Myrtenal,0.000141171994421
FOOD00089 _ FDB014297 _ (R)-Limonene,0.000261429619298
FOOD00089 _ FDB014324 _ alpha-Carene,5.22859238596482E-06
FOOD00089 _ FDB014367 _ (+)-trans-Pinocarveol,0.000575145162456
FOOD00089 _ FDB014373 _ Ursolic acid,0.025620102691228
FOOD00089 _ FDB014416 _ alpha-Terpineol,8.62717743684195E-06
FOOD00089 _ FDB014474 _ (-)-Isopinocamphone,0.017053054066824
FOOD00089 _ FDB014512 _ 5-Isopropyl-2-methylphenol,5.22859238596482E-06
FOOD00089 _ FDB014601 _ p-Menth-1-en-4-ol,7.84288857894723E-05
"FOOD00089 _ FDB014616 _ 1,8-Cineole",0.002870497219895
FOOD00089 _ FDB014795 _ 2-Isopropyl-5-methylphenol,1.3071480964912E-05
FOOD00089 _ FDB014917 _ beta-Phellandrene,0.000998661145719
FOOD00089 _ FDB014940 _ Linalool,2.87572581228065E-06
FOOD00089 _ FDB014945 _ Nerol,2.30058064982452E-05
FOOD00089 _ FDB014960 _ (+)-3-Thujone,0.000104833277339
FOOD00089 _ FDB014962 _ (-)-3-Isothujone,5.25473534789464E-05
FOOD00089 _ FDB014975 _ (-)-Pinocamphone,0.00590830939614
FOOD00089 _ FDB014978 _ Pinocarvone,0.014012627594386
FOOD00089 _ FDB015360 _ alpha-Humulene,3.39858505087713E-05
FOOD00089 _ FDB015464 _ beta-Pinene,0.012417906916666
FOOD00089 _ FDB015469 _ beta-Ionone,1.72543548736839E-05
FOOD00089 _ FDB015471 _ Lutein,0.018592874524491
FOOD00089 _ FDB015736 _ beta-Caryophyllene,0.001189504767807
FOOD00089 _ FDB015966 _ Terpinolene,5.49002200526306E-05
FOOD00089 _ FDB015968 _ gamma-Terpinene,0.000159472067772
FOOD00089 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,0.000486259091895
"FOOD00089 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.001116304474403
FOOD00090 _ FDB000872 _ 4-Methoxybenzaldehyde,0.009191095242724
FOOD00090 _ FDB000887 _ Cinnamyl alcohol,0.000450717170557
FOOD00090 _ FDB001462 _ cis-beta-Ocimene,0.001767518315909
FOOD00090 _ FDB001522 _ alpha-Copaene,0.009942290526986
FOOD00090 _ FDB002793 _ Anethole,0.748985886366248
FOOD00090 _ FDB002796 _ cis-Anethole,0.001246100412716
FOOD00090 _ FDB009065 _ Camphene,1.76751831590855E-05
FOOD00090 _ FDB010588 _ Methyl 4-methoxybenzoate,0.002660115065442
FOOD00090 _ FDB012392 _ 1-Methoxy-4-(2-propenyl)benzene,0.0599188709093
FOOD00090 _ FDB013516 _ 4(10)-Thujene,0.00018558942317
FOOD00090 _ FDB013567 _ Limonene,0.047015987203167
FOOD00090 _ FDB013601 _ beta-Selinene,1.76751831590855E-05
"FOOD00090 _ FDB013710 _ (+)-1(10),4-Cadinadiene",1.76751831590855E-05
FOOD00090 _ FDB014324 _ alpha-Carene,0.004330419873976
FOOD00090 _ FDB014378 _ Nerolidol,0.000883759157954
FOOD00090 _ FDB014416 _ alpha-Terpineol,0.00251871360017
FOOD00090 _ FDB014519 _ Fenchone,1.76751831590855E-05
FOOD00090 _ FDB014577 _ beta-Elemene,0.005753272118282
FOOD00090 _ FDB014601 _ p-Menth-1-en-4-ol,0.000892596749534
FOOD00090 _ FDB014614 _ Carvone,1.76751831590855E-05
"FOOD00090 _ FDB014616 _ 1,8-Cineole",0.030940408119979
FOOD00090 _ FDB014917 _ beta-Phellandrene,0.009323659116418
FOOD00090 _ FDB014940 _ Linalool,0.014582026106246
FOOD00090 _ FDB015006 _ S-beta-Bisabolene,0.000671656960045
FOOD00090 _ FDB015360 _ alpha-Humulene,0.007962670013168
FOOD00090 _ FDB015464 _ beta-Pinene,1.76751831590855E-05
FOOD00090 _ FDB015736 _ beta-Caryophyllene,0.032566524970615
FOOD00090 _ FDB015966 _ Terpinolene,0.003888540294999
FOOD00090 _ FDB015968 _ gamma-Terpinene,0.000671656960045
FOOD00090 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,0.000892596749534
"FOOD00090 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.00212102197909
FOOD00090 _ FDB021536 _ Methylisoeugenol,0.000530255494773
FOOD00091 _ FDB000446 _ L-Tyrosine,0.027678735281666
FOOD00091 _ FDB000484 _ Glycine,0.034256220296084
FOOD00091 _ FDB000556 _ L-Alanine,0.037708491436248
FOOD00091 _ FDB001014 _ Nicotinic acid,0.000307676094597
FOOD00091 _ FDB001224 _ L-Ascorbic acid,0.018460565675825
FOOD00091 _ FDB001946 _ L-Leucine,0.050512177735032
FOOD00091 _ FDB002257 _ Arginine,0.051202631963064
FOOD00091 _ FDB003513 _ Calcium,0.031351467245518
FOOD00091 _ FDB003520 _ Phosphorus,0.03096142117284
FOOD00091 _ FDB003521 _ Potassium,0.122828173197415
FOOD00091 _ FDB003523 _ Sodium,0.037405660634479
FOOD00091 _ FDB003582 _ Copper,5.23291625456442E-05
FOOD00091 _ FDB003635 _ Iodine,3.99736658334782E-06
FOOD00091 _ FDB003729 _ Zinc,0.000252682020996
FOOD00091 _ FDB009020 _ Betaine,0.037708491436248
FOOD00091 _ FDB011856 _ L-Histidine,0.016255957438948
FOOD00091 _ FDB011999 _ L-Threonine,0.048428701818862
FOOD00091 _ FDB012160 _ Riboflavine,4.11849890405533E-05
FOOD00091 _ FDB012397 _ L-Isoleucine,0.03597629925013
FOOD00091 _ FDB012535 _ L-Glutamic acid,0.087178931213195
FOOD00091 _ FDB012563 _ L-Cystine,0.009690585656601
FOOD00091 _ FDB012567 _ L-Aspartic acid,0.224870040161421
FOOD00091 _ FDB012683 _ L-Methionine,0.015226332712934
FOOD00091 _ FDB012739 _ L-Serine,0.042202500534496
FOOD00091 _ FDB014613 _ beta-Carotene,0.001279157306671
FOOD00091 _ FDB016251 _ Iron,0.001334878174197
FOOD00091 _ FDB021453 _ Pectic acid,0.036824225495083
FOOD00092 _ FDB000374 _ Phytic acid,0.03137875140631
FOOD00092 _ FDB000446 _ L-Tyrosine,0.004428886627062
FOOD00092 _ FDB000474 _ L-Lysine,0.006111385392943
FOOD00092 _ FDB000484 _ Glycine,0.00493841778085
FOOD00092 _ FDB000556 _ L-Alanine,0.0054001336944
FOOD00092 _ FDB000574 _ Pyridoxine,1.79307150893198E-05
FOOD00092 _ FDB001014 _ Nicotinic acid,0.000112066969308
FOOD00092 _ FDB001128 _ Starch,0.476658176124419
FOOD00092 _ FDB001131 _ Sucrose,0.180502531899153
FOOD00092 _ FDB001224 _ L-Ascorbic acid,0.006640341488078
FOOD00092 _ FDB001946 _ L-Leucine,0.007986639346035
FOOD00092 _ FDB002250 _ L-Tryptophan,0.001494226257443
FOOD00092 _ FDB002257 _ Arginine,0.005013129093722
FOOD00092 _ FDB003513 _ Calcium,0.02729951372349
FOOD00092 _ FDB003520 _ Phosphorus,0.009548105785063
FOOD00092 _ FDB003521 _ Potassium,0.071059423898975
FOOD00092 _ FDB003523 _ Sodium,0.000672401815849
FOOD00092 _ FDB003570 _ Aluminum,2.39076201190931E-05
FOOD00092 _ FDB003575 _ Boron,3.10799061548211E-05
FOOD00092 _ FDB003577 _ Calcium oxalate,0.000956304804764
FOOD00092 _ FDB003582 _ Copper,1.27009231882682E-05
FOOD00092 _ FDB003635 _ Iodine,1.34480363169899E-07
FOOD00092 _ FDB003636 _ Manganese,2.39076201190931E-05
FOOD00092 _ FDB003717 _ Sulfur,0.001105727430508
FOOD00092 _ FDB003729 _ Zinc,1.94249413467632E-05
FOOD00092 _ FDB008322 _ Pantothenic acid,4.33325614658563E-05
FOOD00092 _ FDB011856 _ L-Histidine,0.002241339386165
FOOD00092 _ FDB011999 _ L-Threonine,0.005586911976581
FOOD00092 _ FDB012160 _ Riboflavine,3.22752871607757E-05
FOOD00092 _ FDB012397 _ L-Isoleucine,0.005377720300539
FOOD00092 _ FDB012462 _ alpha-Linolenic acid,0.001398595776967
FOOD00092 _ FDB012535 _ L-Glutamic acid,0.011879098746674
FOOD00092 _ FDB012563 _ L-Cystine,0.001329861369125
FOOD00092 _ FDB012567 _ L-Aspartic acid,0.019593788913854
FOOD00092 _ FDB012683 _ L-Methionine,0.002599953687951
FOOD00092 _ FDB012739 _ L-Serine,0.006350461594134
"FOOD00092 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.007765493859933
FOOD00092 _ FDB012858 _ Oleic acid,0.000769526522583
FOOD00092 _ FDB014504 _ Folic acid,1.04595838021032E-06
FOOD00092 _ FDB014613 _ beta-Carotene,0.000518197666081
FOOD00092 _ FDB016249 _ Chlorine,0.002540184637654
FOOD00092 _ FDB016251 _ Iron,0.000560334846541
FOOD00092 _ FDB021453 _ Pectic acid,0.089653575446599
FOOD00093 _ FDB000954 _ Naphthalene,0.043585145416506
FOOD00093 _ FDB001014 _ Nicotinic acid,2.03397345277027E-05
FOOD00093 _ FDB001111 _ Chinese tannin,0.427134425081756
FOOD00093 _ FDB002708 _ Juglone,0.009734015809686
FOOD00093 _ FDB003228 _ Pentanal,0.017434058166602
FOOD00093 _ FDB003513 _ Calcium,0.0089785399558
FOOD00093 _ FDB003516 _ Chromium,2.61510872499035E-05
FOOD00093 _ FDB003520 _ Phosphorus,0.003109073706377
FOOD00093 _ FDB003521 _ Potassium,0.043294577780396
FOOD00093 _ FDB003523 _ Sodium,0.000377737926943
FOOD00093 _ FDB003570 _ Aluminum,0.000671211239414
FOOD00093 _ FDB003575 _ Boron,1.36566788971718E-05
FOOD00093 _ FDB003581 _ Cobalt,0.000104604349
FOOD00093 _ FDB003582 _ Copper,5.52078508609073E-05
FOOD00093 _ FDB003635 _ Iodine,2.90567636110038E-07
FOOD00093 _ FDB003636 _ Manganese,6.8283394485859E-05
FOOD00093 _ FDB003653 _ Molybdenum,1.16227054444015E-06
FOOD00093 _ FDB003713 _ Silicon,6.39248799442085E-05
FOOD00093 _ FDB003717 _ Sulfur,0.007705853709638
FOOD00093 _ FDB003722 _ Tin,3.48681163332046E-05
FOOD00093 _ FDB003727 _ Uranium,1.16227054444015E-07
FOOD00093 _ FDB003729 _ Zinc,0.000133661112611
FOOD00093 _ FDB003763 _ Arsenic,8.71702908330115E-08
FOOD00093 _ FDB003766 _ Cadmium,8.71702908330115E-08
FOOD00093 _ FDB003777 _ Lead,1.74340581666023E-06
FOOD00093 _ FDB003780 _ Mercury,2.90567636110038E-07
FOOD00093 _ FDB003792 _ Vanadium,8.71702908330115E-08
FOOD00093 _ FDB008068 _ Hexanal,0.026151087249904
FOOD00093 _ FDB008072 _ 1-Hexanol,0.043585145416506
FOOD00093 _ FDB008230 _ 1-Pentanol,0.07554758538861
FOOD00093 _ FDB012152 _ 2-Phenylethanol,0.046490821777606
FOOD00093 _ FDB012160 _ Riboflavine,2.90567636110038E-06
FOOD00093 _ FDB012454 _ Toluene,0.014528381805502
FOOD00093 _ FDB012575 _ Ellagic acid,0.000101698672639
FOOD00093 _ FDB013400 _ Selenium,5.81135272220077E-08
FOOD00093 _ FDB013444 _ Nickel,1.39472465332818E-05
FOOD00093 _ FDB013567 _ Limonene,0.043585145416506
FOOD00093 _ FDB013792 _ Geraniol,0.037773792694305
FOOD00093 _ FDB014512 _ 5-Isopropyl-2-methylphenol,0.026151087249904
FOOD00093 _ FDB014613 _ beta-Carotene,1.74340581666023E-06
FOOD00093 _ FDB014661 _ Benzaldehyde,0.081358938110811
FOOD00093 _ FDB014795 _ 2-Isopropyl-5-methylphenol,0.040679469055405
FOOD00093 _ FDB016246 _ Gold,2.90567636110038E-09
FOOD00093 _ FDB016249 _ Chlorine,0.000156906523499
FOOD00093 _ FDB016251 _ Iron,0.001322082744301
FOOD00094 _ FDB000374 _ Phytic acid,0.011012788001682
FOOD00094 _ FDB000446 _ L-Tyrosine,0.005619474539364
FOOD00094 _ FDB000474 _ L-Lysine,0.004966120316788
FOOD00094 _ FDB000484 _ Glycine,0.00966524491762
FOOD00094 _ FDB000514 _ Syringic acid,0.000458604406231
FOOD00094 _ FDB000556 _ L-Alanine,0.007796274905926
FOOD00094 _ FDB000565 _ alpha-Tocopherol,8.4810403892021E-05
FOOD00094 _ FDB000574 _ Pyridoxine,9.42337821022456E-06
"FOOD00094 _ FDB000822 _ 4-Hydroxy-3,5-dimethoxybenzaldehyde",1.13080538522695E-05
FOOD00094 _ FDB001014 _ Nicotinic acid,2.32443329185539E-05
FOOD00094 _ FDB001111 _ Chinese tannin,0.080475649915318
FOOD00094 _ FDB001224 _ L-Ascorbic acid,0.012250391673292
FOOD00094 _ FDB001532 _ Betulinic acid,5.02580171211977E-05
FOOD00094 _ FDB001936 _ Stigmasterol,6.91047735416468E-06
FOOD00094 _ FDB001946 _ L-Leucine,0.012699572701313
FOOD00094 _ FDB002250 _ L-Tryptophan,0.002418667073958
FOOD00094 _ FDB002257 _ Arginine,0.026922591546612
FOOD00094 _ FDB002431 _ gamma-Tocopherol,0.002416782398316
FOOD00094 _ FDB002432 _ d-Tocopherol,0.001312990697291
FOOD00094 _ FDB002558 _ Caffeic acid,4.3975764981048E-06
FOOD00094 _ FDB002593 _ p-Coumaric acid,2.51290085605988E-06
FOOD00094 _ FDB002708 _ Juglone,0.000166479681714
FOOD00094 _ FDB002711 _ Hyperin,0.00251290085606
FOOD00094 _ FDB003513 _ Calcium,0.001074265115966
FOOD00094 _ FDB003520 _ Phosphorus,0.004962979190718
FOOD00094 _ FDB003521 _ Potassium,0.00714292068335
FOOD00094 _ FDB003523 _ Sodium,9.42337821022456E-05
FOOD00094 _ FDB003575 _ Boron,7.85281517518714E-06
FOOD00094 _ FDB003582 _ Copper,1.13080538522695E-05
FOOD00094 _ FDB003636 _ Manganese,3.70652876268833E-05
FOOD00094 _ FDB003693 _ Salicylates,3.76935128408982E-06
FOOD00094 _ FDB003717 _ Sulfur,0.001306708445151
FOOD00094 _ FDB003729 _ Zinc,3.45523867708234E-05
FOOD00094 _ FDB003839 _ beta-Eudesmol,2.63854589886288E-05
FOOD00094 _ FDB004212 _ delta-5-Avenasterol,7.85281517518713E-05
FOOD00094 _ FDB008322 _ Pantothenic acid,8.16692778219462E-06
FOOD00094 _ FDB010547 _ Myo-Inositol,0.00376935128409
FOOD00094 _ FDB010557 _ trans-Sinapic acid,1.06798286382545E-06
FOOD00094 _ FDB011856 _ L-Histidine,0.00459546744052
FOOD00094 _ FDB011999 _ L-Threonine,0.005735696203957
FOOD00094 _ FDB012158 _ Serotonin,0.000119362790663
FOOD00094 _ FDB012160 _ Riboflavine,3.76935128408982E-06
FOOD00094 _ FDB012171 _ Eugenol,2.51290085605988E-05
FOOD00094 _ FDB012362 _ beta-Sitosterol,0.001303567319081
FOOD00094 _ FDB012397 _ L-Isoleucine,0.007246577843663
FOOD00094 _ FDB012462 _ alpha-Linolenic acid,0.075487541716039
FOOD00094 _ FDB012521 _ Campesterol,6.59636474715719E-05
FOOD00094 _ FDB012535 _ L-Glutamic acid,0.035962752376287
FOOD00094 _ FDB012563 _ L-Cystine,0.004416423254525
